<frozen importlib._bootstrap>:491: RuntimeWarning: Your system is avx2 capable but pygame was not built with support for it. The performance of some of your blits could be adversely affected. Consider enabling compile time detection with environment variables like PYGAME_DETECT_AVX2=1 if you are compiling without cross compilation.
/home/masasa23/projects/personal/oink-oink/oink/network.py:72: UserWarning: Sparse invariant checks are implicitly disabled. Memory errors (e.g. SEGFAULT) will occur when operating on a sparse tensor which violates the invariants, but checks incur performance overhead. To silence this warning, explicitly opt in or out. See `torch.sparse.check_sparse_tensor_invariants.__doc__` for guidance.  (Triggered internally at /__w/pytorch/pytorch/aten/src/ATen/Context.cpp:848.)
  weight = torch.sparse_coo_tensor(self.indices, self.values, self.shape)
Using cpu device
---------------------------------
| rollout/           |          |
|    time_elapsed         | 39258       |
|    total_timesteps      | 139776      |
| train/                  |             |
|    approx_kl            | 0.022832876 |
|    clip_fraction        | 0.152       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.513      |
|    explained_variance   | -1.76       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0401      |
|    n_updates            | 2720        |
|    policy_gradient_loss | -0.0064     |
|    value_loss           | 0.0815      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 455         |
|    ep_rew_mean          | 26.6        |
| time/                   |             |
|    fps                  | 3           |
|    iterations           | 274         |
|    time_elapsed         | 39345       |
|    total_timesteps      | 140288      |
| train/                  |             |
|    approx_kl            | 0.009053813 |
|    clip_fraction        | 0.118       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.477      |
|    explained_variance   | -0.143      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0215     |
|    n_updates            | 2730        |
|    policy_gradient_loss | -0.0188     |
|    value_loss           | 0.0647      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 455         |
|    ep_rew_mean          | 26.6        |
| time/                   |             |
|    fps                  | 3           |
|    iterations           | 275         |
|    time_elapsed         | 39430       |
|    total_timesteps      | 140800      |
| train/                  |             |
|    approx_kl            | 0.009569867 |
|    clip_fraction        | 0.073       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.498      |
|    explained_variance   | 0.141       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0054      |
|    n_updates            | 2740        |
|    policy_gradient_loss | -0.0074     |
|    value_loss           | 0.0666      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 455          |
|    ep_rew_mean          | 26.6         |
| time/                   |              |
|    fps                  | 3            |
|    iterations           | 276          |
|    time_elapsed         | 39515        |
|    total_timesteps      | 141312       |
| train/                  |              |
|    approx_kl            | 0.0056186067 |
|    clip_fraction        | 0.0959       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.411       |
|    explained_variance   | 0.875        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0111      |
|    n_updates            | 2750         |
|    policy_gradient_loss | -0.00579     |
|    value_loss           | 0.00643      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 456         |
|    ep_rew_mean          | 26.8        |
| time/                   |             |
|    fps                  | 3           |
|    iterations           | 277         |
|    time_elapsed         | 39600       |
|    total_timesteps      | 141824      |
| train/                  |             |
|    approx_kl            | 0.006872192 |
|    clip_fraction        | 0.0527      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.339      |
|    explained_variance   | 0.533       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00122    |
|    n_updates            | 2760        |
|    policy_gradient_loss | -0.00753    |
|    value_loss           | 0.0158      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 456         |
|    ep_rew_mean          | 26.8        |
| time/                   |             |
|    fps                  | 3           |
|    iterations           | 278         |
|    time_elapsed         | 39687       |
|    total_timesteps      | 142336      |
| train/                  |             |
|    approx_kl            | 0.008974586 |
|    clip_fraction        | 0.0924      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.309      |
|    explained_variance   | -0.149      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0202     |
